id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
9159,Carmen,Solano,IDNAL,954122405,2002-06-24,2020-04-16,BAS,301,Bogotá,Cundinamarca,ACTIVO,APP
9160,Adalberto,Erazo,IDNAL,6565480545,1963-12-31,2020-08-30,BAS,572,Monterrey,Nuevo León,ACTIVO,APP
9161,Elena,Martínez,IDNAL,4979371280,1956-02-22,2015-09-14,PRE,817,Barranquilla,Atlántico,ACTIVO,APP
9162,Diana,Garza,IDNAL,3586744096,1956-09-15,2024-02-24,PRE,756,Medellín,Antioquia,ACTIVO,CORRESPONSAL
9163,Jair,Lozano,IDNAL,643190396,1979-11-17,2020-03-11,BAS,557,Santiago,Región Metropolitana,ACTIVO,APP
9164,Mateo,Arboleda,PASP,9284551254,1942-10-17,2016-04-28,PRE,705,Cali,Valle del Cauca,ACTIVO,APP
9165,Antonio,Zapata,IDNAL,5974083477,1982-02-05,2017-08-06,STD,602,Santiago,Región Metropolitana,ACTIVO,WEB
9166,Asunción,Escobedo,IDNAL,6817153201,1994-02-01,2017-08-01,BAS,485,Ciudad de México,Ciudad de México,ACTIVO,WEB
9167,Jesús,Montenegro,IDNAL,9595403572,1964-04-21,2024-01-12,BAS,563,Lima,Lima,ACTIVO,APP
9168,Alexander,Restrepo,IDNAL,6360278175,1988-08-03,2018-12-24,STD,698,Guadalajara,Jalisco,ACTIVO,CORRESPONSAL
9169,Johana,Viera,IDNAL,8531183427,1953-09-29,2020-01-24,PRE,761,Santiago,Región Metropolitana,ACTIVO,WEB
9170,Hermelinda,Salazar,IDNAL,1235389843,2002-10-29,2017-09-02,BAS,442,Medellín,Antioquia,ACTIVO,APP
9171,Bernabé,Espinosa,IDNAL,608964213,2001-11-28,2024-10-18,PRE,766,Medellín,Antioquia,ACTIVO,WEB
9172,Manuel,Cárdenas,PASP,9179258335,1976-03-25,2022-01-26,STD,646,Medellín,Antioquia,ACTIVO,APP
9173,Horacio,Guerra,IDNAL,4876258250,1987-03-26,2020-06-15,BAS,320,Monterrey,Nuevo León,ACTIVO,CORRESPONSAL
9174,Dalia,Moreno,IDNAL,9300746712,1968-04-29,2024-01-16,BAS,553,Bogotá,Cundinamarca,ACTIVO,WEB
9175,Fidel,Cárdenas,PASP,4415259687,1975-04-11,2020-06-14,STD,604,Arequipa,Arequipa,INACTIVO,CORRESPONSAL
9176,Darío,Aguirre,CE,583019753,2003-11-17,2024-05-01,BAS,496,Medellín,Antioquia,INACTIVO,APP
9177,Fernando,Rodríguez,IDNAL,3160724448,1965-09-03,2017-03-06,BAS,461,Cali,Valle del Cauca,ACTIVO,APP
9178,Antonia,Gómez,IDNAL,7182619174,1988-11-06,2025-11-07,STD,558,Ciudad de México,Ciudad de México,ACTIVO,APP
9179,Nadia,Aguayo,IDNAL,4471018997,1984-06-21,2021-06-28,BAS,464,Bogotá,Cundinamarca,ACTIVO,APP
9180,Lourdes,Martínez,IDNAL,2247090548,1981-05-25,2025-03-31,STD,723,Barranquilla,Atlántico,ACTIVO,CORRESPONSAL
9181,Vladimir,Rojas,CE,9000213901,2007-11-14,2020-01-23,PRE,736,Bogotá,Cundinamarca,ACTIVO,APP
9182,Maximiliano,Lugo,IDNAL,7712692322,1950-01-19,2026-06-08,BAS,308,Bogotá,Cundinamarca,ACTIVO,WEB
9183,Álvaro,Lemus,IDNAL,1075357159,1952-12-21,2026-07-19,STD,649,Santiago,Región Metropolitana,INACTIVO,APP
9184,Clemente,Collado,IDNAL,7458565375,1953-02-27,2020-11-03,STD,713,Lima,Lima,ACTIVO,APP
9185,Teresa,Díaz,IDNAL,4028813714,1957-11-03,2024-09-02,ELI,899,Bogotá,Cundinamarca,ACTIVO,APP
9186,Ana,Romo,IDNAL,7023990941,1979-12-25,2021-12-20,STD,695,Santiago,Región Metropolitana,ACTIVO,CORRESPONSAL
9187,Michael,Salcedo,IDNAL,5127499966,1964-04-17,2018-12-17,STD,552,Barranquilla,Atlántico,ACTIVO,APP
9188,Paola,Franco,IDNAL,1402920242,1955-06-30,2018-06-21,BAS,586,Lima,Lima,ACTIVO,WEB
9189,Lucía,Piña,IDNAL,8032479519,1959-07-12,2018-05-25,STD,729,Barranquilla,Atlántico,ACTIVO,WEB
9190,Antonia,Cárdenas,IDNAL,6612967791,1997-11-21,2017-10-18,BAS,582,Monterrey,Nuevo León,ACTIVO,WEB
9191,Alejandro,Guzmán,IDNAL,906704153,1988-05-18,2015-11-17,STD,660,Lima,Lima,ACTIVO,APP
9192,Jorge,Melgar,IDNAL,1408507892,1959-01-05,2019-11-20,STD,666,Ciudad de México,Ciudad de México,ACTIVO,APP
9193,Nancy,Durán,IDNAL,6647142999,1950-09-08,2015-09-25,BAS,448,Lima,Lima,INACTIVO,APP
9194,Marco Antonio,Hernández,IDNAL,5011553766,1950-06-13,2022-06-10,STD,593,Guadalajara,Jalisco,ACTIVO,APP
9195,Danna,Ortiz,IDNAL,8386117015,1941-09-20,2016-11-23,BAS,381,Barranquilla,Atlántico,ACTIVO,APP
9196,Alexander,Campos,CE,9293451681,1991-06-18,2018-06-30,STD,561,Bogotá,Cundinamarca,ACTIVO,APP
9197,Débora,Martínez,PASP,1861781830,2007-06-15,2026-04-23,BAS,552,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
9198,Luz,Vanegas,IDNAL,6041980905,1993-07-08,2022-04-06,ELI,936,Cali,Valle del Cauca,ACTIVO,WEB
9199,Judith,Aguirre,IDNAL,196840238,1984-05-25,2025-02-17,BAS,398,Cali,Valle del Cauca,ACTIVO,WEB
9200,Edith,Zapata,IDNAL,4113308267,1949-09-04,2020-11-12,BAS,314,Monterrey,Nuevo León,ACTIVO,WEB
9201,Patricio,García,IDNAL,9183681393,1951-02-05,2019-10-24,BAS,578,Bogotá,Cundinamarca,ACTIVO,APP
9202,Ricardo,Manrique,IDNAL,7722014065,1951-03-28,2024-10-25,PRE,741,Cali,Valle del Cauca,ACTIVO,APP
9203,Raúl,Delgado,IDNAL,7843376063,1970-12-15,2018-12-12,STD,620,Ciudad de México,Ciudad de México,ACTIVO,APP
9204,Reynaldo,Orozco,IDNAL,8773097468,1948-12-04,2021-03-06,BAS,521,Cali,Valle del Cauca,ACTIVO,WEB
9205,Silvano,Camargo,IDNAL,2566091719,1942-09-16,2015-09-21,STD,657,Santiago,Región Metropolitana,ACTIVO,APP
9206,Aida,Villanueva,IDNAL,8396051455,1968-03-29,2020-08-16,BAS,543,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
9207,Luis,Escobedo,IDNAL,6265891406,1996-03-09,2020-08-07,STD,643,Bogotá,Cundinamarca,ACTIVO,WEB
9208,Abel,Escobar,IDNAL,4690926596,1962-04-08,2024-09-10,STD,556,Monterrey,Nuevo León,ACTIVO,WEB
9209,Rubén,Díaz,IDNAL,6028914338,2000-05-20,2018-04-15,STD,637,Medellín,Antioquia,ACTIVO,APP
9210,Alejandra,Ortiz,IDNAL,9899195824,1952-11-18,2017-03-14,BAS,465,Ciudad de México,Ciudad de México,ACTIVO,APP
9211,Eric,Martínez,IDNAL,9128509010,1956-07-30,2015-11-24,PRE,800,Ciudad de México,Ciudad de México,INACTIVO,CORRESPONSAL
9212,David,Aragón,IDNAL,262379593,1960-07-10,2023-06-17,BAS,555,Ciudad de México,Ciudad de México,INACTIVO,APP
9213,Evelio,Medina,IDNAL,8082523254,2006-07-12,2024-05-06,BAS,346,Santiago,Región Metropolitana,ACTIVO,APP
9214,Roberto,Castaño,IDNAL,1529984174,1965-12-20,2024-02-17,STD,648,Lima,Lima,ACTIVO,APP
9215,Leonardo,Ceballos,IDNAL,9476818255,1995-02-22,2016-12-14,BAS,596,Bogotá,Cundinamarca,ACTIVO,APP
9216,Catalina,Carmona,IDNAL,134200210,1978-02-05,2025-12-17,ELI,919,Lima,Lima,INACTIVO,APP
9217,Paola,Villarreal,IDNAL,5210590556,1994-04-02,2020-09-16,STD,588,Guadalajara,Jalisco,ACTIVO,APP
9218,Javier,Montes,IDNAL,8661231427,1951-08-17,2017-11-10,BAS,354,Cali,Valle del Cauca,INACTIVO,APP
9219,Renato,Peña,IDNAL,4141716245,1953-02-02,2020-12-27,BAS,613,Santiago,Región Metropolitana,ACTIVO,APP
9220,Rodrigo,Caro,IDNAL,4860005667,1979-01-10,2023-02-23,BAS,494,Medellín,Antioquia,ACTIVO,APP
9221,Ángel,Cavazos,PASP,3268554535,1977-12-06,2020-01-27,BAS,401,Cali,Valle del Cauca,ACTIVO,APP
9222,Fredy,Reyes,IDNAL,3199553222,1996-09-08,2024-07-03,BAS,412,Ciudad de México,Ciudad de México,ACTIVO,WEB
9223,Pilar,Martínez,IDNAL,2731960965,2005-09-23,2024-10-21,STD,574,Arequipa,Arequipa,ACTIVO,APP
9224,Dulce María,Rascón,IDNAL,6330746680,1952-07-08,2024-07-11,STD,712,Arequipa,Arequipa,ACTIVO,CORRESPONSAL
9225,José Manuél,Espinoza,IDNAL,4012208578,1952-11-23,2019-02-04,STD,627,Medellín,Antioquia,ACTIVO,CORRESPONSAL
9226,Natalia,Caro,IDNAL,3004966860,1967-11-17,2017-04-30,BAS,612,Bogotá,Cundinamarca,ACTIVO,WEB
9227,Leonel,Hernández,CE,6236615913,1994-06-09,2018-02-14,BAS,371,Monterrey,Nuevo León,ACTIVO,WEB
9228,Julio César,Rosas,IDNAL,4372230067,1951-05-15,2018-10-19,PRE,737,Guadalajara,Jalisco,ACTIVO,APP
9229,Fernando,Hernández,IDNAL,2452817425,1991-03-10,2018-04-11,STD,654,Bogotá,Cundinamarca,ACTIVO,APP
9230,Guillermina,Meneses,IDNAL,5015355533,1964-11-20,2017-08-31,STD,722,Lima,Lima,ACTIVO,APP
9231,Cristina,Quintero,IDNAL,5421686391,1945-03-27,2017-09-23,BAS,515,Ciudad de México,Ciudad de México,ACTIVO,APP
9232,Miguel,Castellanos,IDNAL,8050629832,1964-10-30,2024-10-21,STD,571,Guadalajara,Jalisco,ACTIVO,APP
9233,Catalina,Orozco,IDNAL,7399361876,1969-01-02,2018-03-09,BAS,597,Medellín,Antioquia,ACTIVO,APP
9234,Alonso,Ospino,IDNAL,8865172467,1970-06-17,2017-08-26,BAS,315,Lima,Lima,ACTIVO,APP
9235,Luz,Peres,IDNAL,7778642592,1943-08-25,2019-12-27,PRE,834,Barranquilla,Atlántico,ACTIVO,WEB
9236,Maritza,Cotto,PASP,2222599006,1973-01-01,2019-07-13,STD,581,Ciudad de México,Ciudad de México,ACTIVO,APP
9237,Pedro,Palacios,IDNAL,3628331039,1957-04-12,2024-12-03,ELI,890,Lima,Lima,ACTIVO,APP
9238,Diana,Mejía,IDNAL,6499365339,1961-01-15,2018-11-22,BAS,368,Córdoba,Córdoba,ACTIVO,WEB
9239,Astrid,Velasco,PASP,6417988899,1987-11-12,2020-07-22,STD,577,Bogotá,Cundinamarca,ACTIVO,APP
9240,Mario,Gutiérrez,IDNAL,5662454818,1943-05-30,2018-01-14,ELI,948,Medellín,Antioquia,ACTIVO,CORRESPONSAL
9241,Elvira,Ureña,IDNAL,3536555722,1969-06-04,2019-12-27,STD,646,Monterrey,Nuevo León,ACTIVO,APP
9242,Esperanza,Tello,IDNAL,2149688071,1980-04-29,2024-10-07,STD,615,Buenos Aires,Buenos Aires,ACTIVO,WEB
9243,Angie,Ruiz,IDNAL,3973407174,1978-11-17,2026-08-02,STD,582,Monterrey,Nuevo León,ACTIVO,APP
9244,Rolando,Olivares,IDNAL,7628606105,1997-02-19,2020-05-13,STD,707,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
9245,Alberto,Cazares,IDNAL,8963289102,1942-02-03,2025-10-28,ELI,899,Bogotá,Cundinamarca,ACTIVO,APP
9246,Timoteo,Vásquez,IDNAL,3540262801,1995-08-06,2026-02-17,PRE,846,Santiago,Región Metropolitana,ACTIVO,APP
9247,Alonso,Jaimes,IDNAL,7786183208,1983-12-21,2025-03-25,STD,594,Cali,Valle del Cauca,INACTIVO,CORRESPONSAL
9248,José,Palacios,IDNAL,4963524386,2004-03-22,2016-10-29,STD,612,Cali,Valle del Cauca,ACTIVO,APP
9249,María,Quintanilla,IDNAL,5454562199,1971-07-26,2019-08-13,BAS,605,Monterrey,Nuevo León,ACTIVO,APP
9250,Nayeli,Ortiz,IDNAL,1377765875,1969-05-23,2018-02-18,STD,569,Buenos Aires,Buenos Aires,ACTIVO,WEB
9251,Janneth,Martínez,IDNAL,8139086445,1992-10-15,2021-06-09,BAS,443,Buenos Aires,Buenos Aires,ACTIVO,APP
9252,Lina,Hidalgo,IDNAL,5615587987,1952-06-25,2025-03-31,BAS,572,Cali,Valle del Cauca,ACTIVO,APP
9253,Julio César,Rincón,IDNAL,5337436030,1997-05-11,2022-01-01,STD,689,Santiago,Región Metropolitana,ACTIVO,APP
9254,Patricia,Barreto,IDNAL,5576414463,2007-11-23,2019-03-05,STD,680,Bogotá,Cundinamarca,ACTIVO,APP
9255,Isabel,Barrera,PASP,5184194837,1990-12-04,2025-07-30,BAS,387,Buenos Aires,Buenos Aires,ACTIVO,WEB
9256,Sergio,Herrera,PASP,5399565879,1941-12-04,2016-02-09,BAS,316,Guadalajara,Jalisco,ACTIVO,WEB
9257,Estela,Pinto,IDNAL,8048716110,1951-01-16,2015-09-10,BAS,514,Ciudad de México,Ciudad de México,ACTIVO,WEB
9258,Víctor,Barragán,PASP,3341135610,1950-04-19,2022-06-15,BAS,443,Bogotá,Cundinamarca,ACTIVO,APP
9259,Viviana,López,CE,7805145549,1961-02-14,2019-04-27,PRE,805,Guadalajara,Jalisco,ACTIVO,APP
9260,Alta  Gracia,Osorio,IDNAL,9855393496,1970-12-26,2017-01-20,BAS,469,Monterrey,Nuevo León,ACTIVO,APP
9261,Ignacio,Díaz,IDNAL,9068881179,1982-08-11,2026-07-15,BAS,337,Ciudad de México,Ciudad de México,ACTIVO,APP
9262,Julia,Laureano,IDNAL,2682226763,2006-04-09,2026-01-21,STD,579,Lima,Lima,ACTIVO,APP
9263,María,Moreno,IDNAL,6426872260,1981-03-16,2017-09-13,STD,723,Córdoba,Córdoba,ACTIVO,APP
9264,Camilo,Olivera,PASP,4202258010,2003-11-02,2026-04-23,STD,709,Cali,Valle del Cauca,ACTIVO,APP
9265,Carolina,Ulibarri,IDNAL,4378781645,2000-03-12,2024-08-09,STD,668,Medellín,Antioquia,ACTIVO,APP
9266,Linda,Rojas,IDNAL,3227001795,1981-03-15,2018-08-04,BAS,543,Barranquilla,Atlántico,ACTIVO,WEB
9267,Rosalia,Ángel,IDNAL,3241079357,1967-06-08,2022-09-16,STD,671,Cali,Valle del Cauca,ACTIVO,APP
9268,Octavio,López,PASP,4104105376,1950-03-08,2024-08-27,STD,617,Bogotá,Cundinamarca,INACTIVO,APP
9269,Rosa,Enríquez,IDNAL,972186138,1988-09-22,2017-06-14,BAS,417,Monterrey,Nuevo León,ACTIVO,APP
9270,Adela,Franco,IDNAL,7414994092,1960-12-23,2024-12-05,BAS,503,Guadalajara,Jalisco,ACTIVO,APP
9271,José Eduardo,Nazario,PASP,3299018231,1976-08-28,2024-01-09,BAS,338,Lima,Lima,ACTIVO,APP
9272,Rolando,Ibarra,IDNAL,7246911760,1965-04-20,2019-08-31,BAS,601,Medellín,Antioquia,ACTIVO,CORRESPONSAL
9273,Silvano,Almanza,IDNAL,5856889995,1998-02-14,2018-02-19,ELI,841,Buenos Aires,Buenos Aires,ACTIVO,APP
9274,Eugenia,Betancur,IDNAL,5060909378,1958-07-18,2021-12-17,BAS,343,Monterrey,Nuevo León,ACTIVO,APP
9275,Minerva,Pinzón,IDNAL,1032078699,1992-08-02,2023-08-27,STD,722,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
9276,Angélica,Quintero,IDNAL,9890652606,1976-07-20,2019-06-25,STD,718,Santiago,Región Metropolitana,ACTIVO,APP
9277,Perla,Aguilar,IDNAL,5585190695,2008-07-20,2025-04-25,BAS,513,Ciudad de México,Ciudad de México,ACTIVO,WEB
9278,Germán,Meraz,IDNAL,2304186532,1975-09-05,2024-01-06,PRE,813,Bogotá,Cundinamarca,ACTIVO,WEB
9279,Rosalba,Pulido,IDNAL,9670250318,1966-12-11,2023-12-04,BAS,318,Santiago,Región Metropolitana,ACTIVO,WEB
9280,Vanesa,Hernández,IDNAL,1374673060,1968-09-22,2018-08-10,BAS,533,Arequipa,Arequipa,ACTIVO,WEB
9281,Isabel,Páez,IDNAL,5638319593,1960-01-10,2018-08-11,PRE,774,Ciudad de México,Ciudad de México,ACTIVO,WEB
9282,Sergio,López,IDNAL,7821475045,1968-12-14,2021-06-20,STD,664,Valparaíso,Valparaíso,ACTIVO,CORRESPONSAL
9283,Sebastián,Vargas,IDNAL,4132779231,1976-02-03,2026-08-06,BAS,519,Medellín,Antioquia,ACTIVO,APP
9284,Henry,Matos,CE,5068966669,1952-08-24,2015-10-01,STD,568,Bogotá,Cundinamarca,ACTIVO,WEB
9285,Fernando,Carrillo,IDNAL,3733447027,1992-11-06,2020-06-22,STD,723,Medellín,Antioquia,ACTIVO,CORRESPONSAL
9286,Eduardo,Lomeli,IDNAL,671800061,1945-12-16,2017-10-21,BAS,304,Medellín,Antioquia,ACTIVO,APP
9287,Ramiro,Díaz,IDNAL,7079970239,1959-04-17,2026-04-06,PRE,834,Barranquilla,Atlántico,ACTIVO,APP
9288,Arturo,Ybarra,PASP,8197284822,1990-04-05,2021-02-05,BAS,469,Lima,Lima,ACTIVO,APP
9289,Evelio,Casanova,IDNAL,4151498140,1968-11-12,2020-03-25,BAS,440,Arequipa,Arequipa,ACTIVO,WEB
9290,Socorro,Arias,IDNAL,9436884097,1993-09-17,2018-09-20,PRE,718,Arequipa,Arequipa,ACTIVO,CORRESPONSAL
9291,Guillermo,García,IDNAL,4289003884,1955-04-21,2016-05-15,PRE,780,Ciudad de México,Ciudad de México,ACTIVO,APP
9292,Arcelia,Oviedo,CE,5344008626,1970-01-20,2022-08-23,BAS,458,Bogotá,Cundinamarca,ACTIVO,WEB
9293,Emiro,Medina,IDNAL,8783707314,1952-10-01,2019-12-11,STD,663,Ciudad de México,Ciudad de México,ACTIVO,APP
9294,Georgina,Canales,IDNAL,6221882824,1962-12-13,2020-11-14,PRE,830,Bogotá,Cundinamarca,ACTIVO,APP
9295,Lina,Rodríguez,IDNAL,9944101170,1943-09-29,2024-11-25,BAS,531,Cali,Valle del Cauca,ACTIVO,APP
9296,Juana,Benavides,IDNAL,7508584390,1962-04-26,2025-11-04,PRE,757,Medellín,Antioquia,ACTIVO,APP
9297,Yamile,Jiménez,IDNAL,2771175054,1954-03-06,2016-09-06,STD,670,Ciudad de México,Ciudad de México,ACTIVO,WEB
9298,Antonio,Giraldo,IDNAL,6750750784,1999-03-05,2019-02-08,PRE,737,Cali,Valle del Cauca,ACTIVO,APP
9299,Sebastián,Castro,IDNAL,2784594655,1994-06-19,2022-12-01,STD,729,Medellín,Antioquia,ACTIVO,WEB
9300,Miguel,Navarro,IDNAL,3576974094,2002-02-11,2026-06-30,BAS,562,Lima,Lima,ACTIVO,APP
9301,Mariano,Solís,IDNAL,2046272566,2008-03-01,2025-05-13,PRE,793,Ciudad de México,Ciudad de México,ACTIVO,APP
9302,Patricia,Martínez,IDNAL,2909213133,1974-06-27,2022-10-25,PRE,749,Guadalajara,Jalisco,ACTIVO,CORRESPONSAL
9303,Araceli,García,IDNAL,1850815796,1994-06-23,2015-11-01,BAS,495,Ciudad de México,Ciudad de México,ACTIVO,APP
9304,Celia,González,IDNAL,3097808636,1959-04-05,2019-08-12,BAS,405,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
9305,Aura,Porras,IDNAL,3146038131,1959-06-27,2020-02-03,STD,678,Bogotá,Cundinamarca,ACTIVO,APP
9306,Emilia,Alvarado,IDNAL,1057690515,1986-10-15,2022-08-02,PRE,774,Ciudad de México,Ciudad de México,INACTIVO,WEB
9307,David,Ortiz,CE,8640095501,1947-03-07,2016-11-11,BAS,452,Guadalajara,Jalisco,ACTIVO,APP
9308,Julio César,Rivas,IDNAL,8270084023,1977-02-21,2025-07-03,BAS,355,Santiago,Región Metropolitana,ACTIVO,APP
9309,Christian,Mercado,IDNAL,9882390694,1948-02-10,2020-11-03,STD,555,Córdoba,Córdoba,ACTIVO,APP
9310,Luisa,Vanegas,IDNAL,8204231802,1984-07-25,2019-03-08,BAS,354,Buenos Aires,Buenos Aires,ACTIVO,CORRESPONSAL
9311,Antonio,Romero,IDNAL,6432414131,1941-12-15,2023-07-04,STD,602,Medellín,Antioquia,ACTIVO,APP
9312,Yaneth,Lira,CE,3746816329,1984-04-19,2023-06-16,BAS,503,Bogotá,Cundinamarca,ACTIVO,WEB
9313,Nancy,Mondragón,IDNAL,7838526952,1994-05-09,2026-02-22,STD,574,Medellín,Antioquia,ACTIVO,APP
9314,Verónica,Briones,IDNAL,1292285011,1959-03-10,2024-05-11,STD,570,Guadalajara,Jalisco,ACTIVO,WEB
9315,Cristina,Zepeda,IDNAL,1447018668,1980-08-21,2020-06-23,STD,703,Buenos Aires,Buenos Aires,ACTIVO,APP
9316,Ana,Patiño,IDNAL,1676035572,1998-08-27,2020-09-02,STD,702,Buenos Aires,Buenos Aires,ACTIVO,APP
9317,Erika,Orozco,IDNAL,1021056171,1974-02-09,2017-09-04,BAS,521,Bogotá,Cundinamarca,ACTIVO,APP
9318,Miguel Ángel,Ocampo,IDNAL,688900212,1969-07-16,2019-11-23,BAS,410,Ciudad de México,Ciudad de México,ACTIVO,APP
9319,Marcos,Velásquez,PASP,2917800297,1965-01-25,2020-09-21,ELI,855,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
9320,Wilson,Calvillo,IDNAL,2515208128,1968-12-17,2024-02-23,BAS,610,Valparaíso,Valparaíso,ACTIVO,WEB
9321,María,Álvarez,IDNAL,7794865868,1994-09-25,2017-09-11,STD,614,Bogotá,Cundinamarca,ACTIVO,APP
9322,Luis,Montoya,CE,323050164,1954-03-16,2025-01-01,STD,573,Medellín,Antioquia,ACTIVO,APP
9323,Antonio,Benavídez,IDNAL,8274161036,1969-05-05,2017-10-11,STD,716,Monterrey,Nuevo León,ACTIVO,APP
9324,Milena,Sanches,IDNAL,7221278771,1951-09-09,2018-05-13,BAS,427,Guadalajara,Jalisco,ACTIVO,WEB
9325,Ignacio,Fonseca,IDNAL,9903021370,1997-08-26,2022-12-01,BAS,547,Buenos Aires,Buenos Aires,ACTIVO,WEB
9326,Fernanda,Arreola,IDNAL,894460130,1962-03-09,2019-07-18,STD,582,Buenos Aires,Buenos Aires,ACTIVO,APP
9327,Karla,Gómez,IDNAL,45301423,1962-03-01,2021-10-02,PRE,791,Cali,Valle del Cauca,INACTIVO,APP
9328,Paula,Forero,IDNAL,7933552391,1962-04-08,2026-06-11,BAS,596,Guadalajara,Jalisco,ACTIVO,APP
9329,Irma,Martínez,IDNAL,8133187632,1972-09-23,2019-03-25,STD,584,Bogotá,Cundinamarca,ACTIVO,APP
9330,Carolina,Morales,IDNAL,3565633835,1951-03-11,2017-03-25,BAS,377,Bogotá,Cundinamarca,BLOQUEADO,APP
9331,Gabriela,Ortega,IDNAL,79599286,2001-11-23,2025-03-02,BAS,408,Monterrey,Nuevo León,ACTIVO,APP
9332,Antonio,Montenegro,CE,109808212,1995-02-15,2016-10-14,BAS,457,Buenos Aires,Buenos Aires,ACTIVO,APP
9333,Eloisa,Razo,CE,9019825450,1997-02-02,2017-02-26,BAS,434,Bogotá,Cundinamarca,ACTIVO,WEB
9334,Luis,Cabán,PASP,23891992,1958-11-19,2021-10-20,PRE,761,Guadalajara,Jalisco,ACTIVO,APP
9335,Armando,Benavídez,IDNAL,2759552163,1986-07-16,2023-08-04,ELI,944,Santiago,Región Metropolitana,ACTIVO,WEB
9336,Flavio,Orosco,IDNAL,2162452809,2001-06-06,2023-03-26,BAS,461,Medellín,Antioquia,ACTIVO,WEB
9337,Enrique,Serrato,IDNAL,1425422840,1990-12-25,2020-02-18,ELI,831,Medellín,Antioquia,ACTIVO,APP
9338,Alberto,Martínez,IDNAL,5502070022,1961-08-21,2024-03-22,STD,640,Bogotá,Cundinamarca,ACTIVO,APP
9339,Jhon,Hurtado,PASP,5341912749,1953-05-06,2021-10-15,BAS,505,Medellín,Antioquia,ACTIVO,APP
9340,Felipe,Jaramillo,IDNAL,9094756841,1954-05-01,2024-04-12,BAS,300,Guadalajara,Jalisco,ACTIVO,APP
9341,Caridad,Fajardo,CE,2396564615,1982-02-25,2017-07-23,STD,608,Bogotá,Cundinamarca,ACTIVO,WEB
9342,José,Salazar,IDNAL,1956682382,1943-01-08,2017-01-30,BAS,394,Bogotá,Cundinamarca,BLOQUEADO,WEB
9343,Bernabé,Girón,IDNAL,2949597629,1949-05-10,2021-01-17,BAS,393,Valparaíso,Valparaíso,ACTIVO,APP
9344,Carlos,Cadena,IDNAL,9913365449,1994-02-13,2022-03-31,BAS,604,Córdoba,Córdoba,ACTIVO,APP
9345,Mayte,Vergara,IDNAL,7778449337,1973-10-18,2025-04-02,BAS,409,Monterrey,Nuevo León,ACTIVO,APP
9346,Maira,Ochoa,IDNAL,3582488590,1966-07-08,2025-05-05,STD,555,Bogotá,Cundinamarca,ACTIVO,APP
9347,Graciela,Arellano,IDNAL,352111376,1991-04-10,2018-12-18,PRE,733,Ciudad de México,Ciudad de México,ACTIVO,APP
9348,Magaly,Gutiérrez,IDNAL,6692536027,1968-07-02,2022-02-28,BAS,489,Santiago,Región Metropolitana,ACTIVO,WEB
9349,José Luis,Velasco,CE,6401893100,1988-04-08,2018-10-05,BAS,620,Medellín,Antioquia,ACTIVO,CORRESPONSAL
9350,Hugo,Rivera,IDNAL,9870286715,1979-05-24,2022-12-27,STD,629,Lima,Lima,ACTIVO,APP
9351,Esteban,Burbano,IDNAL,638273544,1962-10-20,2015-09-02,BAS,448,Lima,Lima,ACTIVO,WEB
9352,Jorge,González,IDNAL,1784201864,1954-04-17,2022-11-01,BAS,390,Santiago,Región Metropolitana,BLOQUEADO,WEB
9353,Óscar,García,IDNAL,5890986194,1942-07-29,2022-02-12,BAS,605,Santiago,Región Metropolitana,ACTIVO,CORRESPONSAL
9354,Jenny,Gómez,IDNAL,4520116311,1950-09-11,2022-01-09,BAS,349,Cali,Valle del Cauca,ACTIVO,APP
9355,Jefferson,Cortés,PASP,2632379587,1974-04-20,2023-10-13,STD,560,Medellín,Antioquia,BLOQUEADO,APP
9356,Timoteo,Sánchez,IDNAL,457023153,1986-03-24,2018-07-03,STD,576,Guadalajara,Jalisco,ACTIVO,CORRESPONSAL
9357,Arturo,Angulo,IDNAL,8391145927,2001-04-13,2023-06-05,STD,699,Santiago,Región Metropolitana,ACTIVO,CORRESPONSAL
9358,Eduardo,Benítez,IDNAL,9113541146,1971-02-20,2024-02-13,STD,593,Monterrey,Nuevo León,ACTIVO,WEB
9359,Nicolás,Mosquera,PASP,1527667163,1972-10-28,2025-08-22,STD,671,Ciudad de México,Ciudad de México,ACTIVO,APP
9360,Martín,García,IDNAL,189390640,1983-02-27,2025-01-31,STD,615,Medellín,Antioquia,ACTIVO,WEB
9361,José,Luna,IDNAL,9650679424,1953-10-14,2024-08-07,BAS,418,Arequipa,Arequipa,ACTIVO,APP
9362,Ricardo,Franco,IDNAL,1776277594,2005-05-24,2025-05-27,STD,605,Bogotá,Cundinamarca,ACTIVO,APP
9363,Marina,Arango,PASP,7422276477,1951-09-17,2019-06-24,STD,717,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
9364,Tomás,Murillo,IDNAL,4574136237,1950-12-11,2024-05-16,BAS,361,Barranquilla,Atlántico,INACTIVO,APP
